,accenumb,taxon,genus,species,spauthor,subtaxa,subtauthor,cropname,avail,instcode,acckey,collnumb,collcode,taxno,accename,acqdate,origcty,collsite,latitude,longitude,elevation,colldate,bredcode,sampstat,ancest,collsrc,donorcode,donornumb,othernumb,duplsite,storage,latdec,longdec,remarks,history,released,Seq,Inbred.Line,Accesion.N,Breeding.program,Pop.structure,Year.Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,X,X.1,X.2,X.3,Ped_line
684,Ames 30522,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1842800,,NA,311987,MR01 (Araguito) S6,20100622,,,,,NA,,NA,400,VEN 568 (PI 485415),40,NA,,:MR01 (Araguito) S6;:09W-103-bulk self;:27503;USA126:Ames 30522,,10,NA,NA,,"DEVELOPED PRE 2010 Wisconsin, United States by Doebley, J., University of Wisconsin. DONATED  06/22/2010 Wisconsin, United States by Doebley, J., University of Wisconsin",,2795,MR01AraguitoS6,Ames30522,Other,landraces,0,VEN568,VEN568,0,0,INBRED,0,,NA,NA,NA,
299,Ames 24713,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557011,,NA,311987,MS72,19980420,,,,,NA,,NA,400,W10 X MS206 ,40,NA,,:MS72;USA126:Ames 24713,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2880,MS72,Ames24713,Michigan,unclassified,1972,W10,MS206,0,0,INBRED,0,,NA,NA,NA,BPA
312,Ames 24727,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557022,,NA,311987,MS106,19980420,,,,,NA,,NA,400,W10 X MS9,40,NA,,:MS106;USA126:Ames 24727,,10,NA,NA,,"DEVELOPED  1963 Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",1963,2831,MS106,Ames24727,Michigan,unclassified,1963,W10,MS9,0,0,INBRED,0,,NA,NA,NA,NealPaymaster
298,Ames 24711,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557009,,NA,311987,MS68,19980420,,,,,NA,,NA,400,W10 X Oh40B,40,NA,,:MS68;USA126:Ames 24711,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2878,MS68,Ames24711,Michigan,non-stiff stalk,1972,W10,Oh40B,0,0,INBRED,0,,NA,NA,NA,E00MCOMP
296,Ames 24709,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557007,,NA,311987,MS57,19980420,,,,,NA,,NA,400,W10 X Oh40B ,40,NA,,:MS57;USA126:Ames 24709,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2876,MS57,Ames24709,Michigan,non-stiff stalk,1969,W10,Oh40B,0,0,INBRED,0,,NA,NA,NA,GLAMOS
537,Ames 27139,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645519,,NA,311987,NC33,20030421,,,,,NA,,NA,400,Weekley's Improved,40,NA,,:NC33;USA126:Ames 27139;:3161-3/00,USA005,10,NA,NA,,"DEVELOPED  1955 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1955,2732,NC33,Ames27139,North Carolina,unclassified,1,WeekleyImproved,WeekleyImproved,1,1,Open Pollinated Variety,0,,NA,NA,NA,
86,Ames 19014,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082246,,NA,311987,Va52,19920227,,,,,NA,,NA,400,WF9 outcross,40,NA,,:Va52;USA126:Ames 19014;:id=72080,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3995,Va52,Ames19014,Other,unclassified,0,Wf9 outcross,0,0,0,0,0,,NA,NA,NA,C11
73,Ames 19002,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082222,,NA,311987,Va17,19920227,,,,,NA,,NA,400,WF9 x T8,40,NA,,:Va17;USA126:Ames 19002;:id=47949;:697-2/99,USA005,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3974,Va17,Ames19002,Other,unclassified,1,WF9,T8,2,5,INBRED,0,,NA,NA,NA,BSCB3
74,Ames 19002,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082222,,NA,311987,Va17,19920227,,,,,NA,,NA,400,WF9 x T8,40,NA,,:Va17;USA126:Ames 19002;:id=47949;:697-2/99,USA005,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3974,Va17,Ames19002,Other,unclassified,1,WF9,T8,2,5,INBRED,0,,NA,NA,NA,B76_1
13,Ames 10257,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1052106,,NA,311987,GE281,19890327,,,,,NA,,NA,400,Whatley,40,NA,,:GE281;USA126:Ames 10257,,10,NA,NA,Inbred from Whatley.  White.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Experiment). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",1961,1954,GE281,Ames10257,Other,unclassified,0,Whatley,0,0,0,INBRED,0,,NA,NA,NA,
407,Ames 26781,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633463,,NA,311987,H29w,20020412,,,,,NA,,NA,400,White 205-2,40,NA,,:H29w;USA126:Ames 26781,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2277,H29w,Ames26781,Indiana,unclassified,0,White205-2,0,0,0,INBRED,0,,NA,NA,NA,PH031
590,Ames 27195,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645572,,NA,311987,WD,20030421,,,,,NA,,NA,400,Wisconsin #25,40,NA,,:WD;USA126:Ames 27195;:3260-2/00,USA005,10,NA,NA,,"DEVELOPED  1948 Wisconsin, United States by. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1948,4028,WD,Ames27195,Wisconsin,unclassified,1,WisconsinNo25,WisconsinNo25,0,0,INBRED,0,,NA,NA,NA,
522,Ames 27122,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645588,,NA,311987,K148,20030421,,,,,NA,,NA,400,"Yellow Selection No. 1 (Pride of Saline, yellow strain)",40,NA,,:K148;USA126:Ames 27122;:1745-2/01,USA005,10,NA,NA,,"DEVELOPED   Kansas, United States by. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",,2524,K148,Ames27122,Other,unclassified,1,PrideofSaline(yellow strain),PrideofSaline(yellow strain),1,1,INBRED,0,,NA,NA,NA,
20,Ames 10264,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052132,,NA,311987,L 605,19890327,,,,,NA,,NA,400,Yellow Tuxpan,40,NA,,:L 605;USA126:Ames 10264,,10,NA,NA,Inbred from Yellow Tuxpeno.  Yellow.,"DEVELOPED   Louisiana, United States by Louisiana Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,2557,L605,Ames10264,Other,unclassified,0,YellowTuxpan,YellowTuxpan,0,0,INBRED,Yellow Tuxpan,,NA,NA,NA,A619_1
151,Ames 22763,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517122,,NA,311987,Tx601,19960129,,,,,NA,,NA,500,Yellow Tuxpan,50,NA,Tx601y-B,:Tx601;:CS99A-1011-41;:Tx601y-B;USA126:Ames 22763;:695-4/99;:U1536-2;:V898-2;:U1536-4,USA005,10,NA,NA,,"DEVELOPED   Texas, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,1025,Tx601,Ames22763,Other,unclassified,0,YellowTuxpan,0,0,0,INBRED, ,,NA,NA,NA,22-35
9,Ames 10253,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1052089,,NA,311987,GE19,19890327,,,,,NA,,NA,400,,40,NA,,:GE19;USA126:Ames 10253,,10,NA,NA,Inbred.  White.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Experiment). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1952,GE19,Ames10253,Other,unclassified,0,,0,0,0,INBRED,0,,NA,NA,NA,A50
11,Ames 10255,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052098,,NA,311987,GE72,19890327,,,,,NA,,NA,400,,40,NA,,:GE72;USA126:Ames 10255,,10,NA,NA,Inbred.  Yellow.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Experiment). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1962,GE72,Ames10255,Other,unclassified,0,0,0,0,0,0,0,,NA,NA,NA,A78
14,Ames 10258,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052109,,NA,311987,GE293,19890327,,,,,NA,,NA,400,,40,NA,,:GE293;USA126:Ames 10258,,10,NA,NA,Inbred.  White.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Experiment). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1955,GE293,Ames10258,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,A554_1
16,Ames 10260,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052117,,NA,311987,GE317,19890327,,,,,NA,,NA,400,,40,NA,,:GE317;USA126:Ames 10260,,10,NA,NA,Inbred.  White.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Experiment). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1957,GE317,Ames10260,Other,unclassified,0, ,0,0,0,INBRED,0,,NA,NA,NA,C23
17,Ames 10261,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052122,,NA,311987,GE335,19890327,,,,,NA,,NA,400,,40,NA,,:GE335;USA126:Ames 10261,,10,NA,NA,Inbred.  White.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Experiment). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1958,GE335,Ames10261,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,A237_1
18,Ames 10262,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052125,,NA,311987,GT150,19890327,,,,,NA,,NA,400,,40,NA,,:GT150;USA126:Ames 10262,,10,NA,NA,Inbred.  Yellow.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Tifton). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,2193,GT150,Ames10262,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,A237
19,Ames 10263,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052129,,NA,311987,L 90,19890327,,,,,NA,,NA,400,,40,NA,,:L 90;USA126:Ames 10263,,10,NA,NA,Inbred.  White.,"DEVELOPED   Louisiana, United States by Louisiana Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,2560,L90,Ames10263,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,B164-886
22,Ames 10266,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1052138,,NA,311987,L 690,19890327,,,,,NA,,NA,400,,40,NA,,:L 690;USA126:Ames 10266,,10,NA,NA,Inbred.  Yellow.,"DEVELOPED   Louisiana, United States by Louisiana Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,2559,L690,Ames10266,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,A632_1
24,Ames 10268,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1052147,,NA,311987,SC16,19890327,,,,,NA,,NA,400,,40,NA,,:SC16;USA126:Ames 10268,,10,NA,NA,nbred from SC416. Yellow.  Slighty related to SC90 through its nonrecurrent parent.  Differed from SC213 by showing less European corn borer resistance but very good virus tolerance in 1980.  May be segregating for plant size.,"DEVELOPED   South Carolina, United States by South Carolina Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,3603,SC16,Ames10268,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
26,Ames 10271,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052161,,NA,311987,SC84E,19890327,,,,,NA,,NA,400,,40,NA,,:SC84E;USA126:Ames 10271,,10,NA,NA,nbred fron SC484.  Outstanding general combiner with good standability.  Usually produced two ears with short tight husks and abundant pollen. Segregating for cob color. may still carry a wild opaque.  The parent stock (SC484) has taller later and more prolific types.  Seed does not appear to be inbred seed. Mixed sizes. Do not PI until viewing other material with this ID.,"DEVELOPED   South Carolina, United States by South Carolina Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,3654,SC84E,Ames10271,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,ND302 
28,Ames 10273,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052169,,NA,311987,SC102,19890327,,,,,NA,,NA,400,,40,NA,,:SC102;USA126:Ames 10273,,10,NA,NA,Inbred.   White.,"DEVELOPED   South Carolina, United States by South Carolina Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,3594,SC102,Ames10273,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,A635_2
29,Ames 10274,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052172,,NA,311987,SC144,19890327,,,,,NA,,NA,400,,40,NA,,:SC144;USA126:Ames 10274,,10,NA,NA,Inbred.  Yellow.,"DEVELOPED   South Carolina, United States by South Carolina Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,3595,SC144,Ames10274,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
30,Ames 10276,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052179,,NA,311987,SC225,19890327,,,,,NA,,NA,400,,40,NA,,:SC225;USA126:Ames 10276,,10,NA,NA,White inbred.,"DEVELOPED   South Carolina, United States by South Carolina Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,3608,SC225,Ames10276,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,W185
32,Ames 10287,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052222,,NA,311987,ABPl 3,19890407,,,,,NA,,NA,400,,40,NA,,:ABPl 3;USA126:Ames 10287;:85:2023,,10,NA,NA,"This line was given by Robert Peterson, University of Minn., he used it as one parent of an F1 that was used as a row marker.","DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  04/07/1989 Iowa, United States by Widrlechner, M., Ornamental Corn Improvement Project, Inc.",,1009,ABPl3,Ames10287,Other,unclassified,0,0,0,0,0,0,"Widrlechner, M., Ornamental Corn Improvement Project, Inc..",,NA,NA,NA,V3
35,Ames 12727,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061302,,NA,311987,NC83,19890424,,,,,NA,,NA,400,,40,NA,,:NC83;USA126:Ames 12727,,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,3143,NC83,Ames12727,North Carolina,unclassified,0,JarvisGoldenProlific,JarvisGoldenProlific,0,0,INBRED,0,,NA,NA,NA,A632_1S
38,Ames 12730,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061309,,NA,311987,NC224,19890424,,,,,NA,,NA,400,,40,NA,,:NC224;USA126:Ames 12730,,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,2984,NC224,Ames12730,North Carolina,unclassified,0,NC224_1,IllnoisLowEar,0,0,INBRED,(NC33 X NC34) Illinois Low Ear,,NA,NA,NA,AR9
39,Ames 12731,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061314,,NA,311987,NC230,19890424,,,,,NA,,NA,400,,40,NA,,:NC230;USA126:Ames 12731;:3176-2/00;:Goodman 41(83),USA005,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,2985,NC230,Ames12731,North Carolina,unclassified,0,K55,0,0,0,INBRED,K55 X Yellow line or hybrid,,NA,NA,NA,G3
40,Ames 12732,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061315,,NA,311987,NC232,19890424,,,,,NA,,NA,400,,40,NA,,:NC232;USA126:Ames 12732;:3178-2/00;:Goodman 41(83),USA005,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,1051,NC232,Ames12732,North Carolina,unclassified,0,NC232_2,T204,0,0,INBRED,BC2 selfed,,NA,NA,NA,A39
41,Ames 12732,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061315,,NA,311987,NC232,19890424,,,,,NA,,NA,400,,40,NA,,:NC232;USA126:Ames 12732;:3178-2/00;:Goodman 41(83),USA005,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,2988,NC232,Ames12732,North Carolina,unclassified,0,T204,NC232_2,0,0,INBRED,[(T204 XLow Ear outcross) T204 (2)],,NA,NA,NA,FUNK176A
42,Ames 12733,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061323,,NA,311987,NC234,19890424,,,,,NA,,NA,400,,40,NA,,:NC234;USA126:Ames 12733;:Goodman 41(83),,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,1062,NC234,Ames12733,North Carolina,unclassified,0,NC234_1,T204,0,0,Breeding cross,[T204 (Huffman Variety X Illinois Low Ear)],,NA,NA,NA,AR4
43,Ames 12734,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061324,,NA,311987,NC236,19890424,,,,,NA,,NA,400,,40,NA,,:NC236;USA126:Ames 12734;:3182-3/00;:Goodman 41(83),USA005,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,2991,NC236,Ames12734,North Carolina,unclassified,0,NC7,NC236_1,0,0,INBRED,[NC7 (Huffman Variety X Illinois Low Ear)],,NA,NA,NA,ARMELSREIDYELLOWDENT
44,Ames 12735,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061331,,NA,311987,NC238,19890424,,,,,NA,,NA,400,,40,NA,,:NC238;USA126:Ames 12735;:3184-2/00;:Goodman 41(83),USA005,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,2994,NC238,Ames12735,North Carolina,unclassified,0,GT112,NC238_1,0,0,INBRED,[(GT112 X NC601) GT112],,NA,NA,NA,ASSINIBOINE
45,Ames 12736,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061332,,NA,311987,NC240A,19890424,,,,,NA,,NA,400,,40,NA,,:NC240A;USA126:Ames 12736;:Goodman 41(83),,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,3001,NC240A,Ames12736,North Carolina,unclassified,0,L578,NC240_4,0,0,INBRED,[L578 (3) X NC601) L578],,NA,NA,NA,CUZCO
46,Ames 12737,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061339,,NA,311987,NC242,19890424,,,,,NA,,NA,400,,40,NA,,:NC242;USA126:Ames 12737,,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,3005,NC242,Ames12737,North Carolina,unclassified,0,NC222,NC242_2,0,0,INBRED,NC222 (3) X NC226,,NA,NA,NA,B14A_1
47,Ames 12738,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061340,,NA,311987,NC244,19890424,,,,,NA,,NA,400,,40,NA,,:NC244;USA126:Ames 12738,,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,3006,NC244,Ames12738,North Carolina,unclassified,0,NC222,NC242_2,0,0,INBRED,0,,NA,NA,NA,B14A_2
48,Ames 12739,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061347,,NA,311987,NC246,19890424,,,,,NA,,NA,400,,40,NA,,:NC246;USA126:Ames 12739;:Goodman 41(83),,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,3010,NC246,Ames12739,North Carolina,unclassified,0,NC246_2,NC246_3,0,0,INBRED,[GT112 (2) X Huffman] X (GT112 X Syn),NC246 was 63% GT112 and 25% T61 by pedigree.,NA,NA,NA,B14A_3
49,Ames 12740,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061348,,NA,311987,NC248,19890424,,,,,NA,,NA,400,,40,NA,,:NC248;USA126:Ames 12740;:Goodman 41(83),,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,1072,NC248,Ames12740,North Carolina,unclassified,0,0,0,0,0,INBRED C4 Self,(NC601 X GT112) BC4 (North Carolina),,NA,NA,NA,B14A_4
50,Ames 12740,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061348,,NA,311987,NC248,19890424,,,,,NA,,NA,400,,40,NA,,:NC248;USA126:Ames 12740;:Goodman 41(83),,10,NA,NA,,"DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University",,3014,NC248,Ames12740,North Carolina,unclassified,0,GT112,NC248_3,0,0,INBRED,GT112 (5) X NC601, ,NA,NA,NA,B14A_5
51,Ames 12814,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061548,,NA,311987,89S4083,19900220,,,,,NA,,NA,400,,40,NA,89S4083,:89S4083;USA126:Ames 12814,,10,NA,NA,,"DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids",,677,89S4083,Ames12814,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",NA,NA,NA,B14A_6
52,Ames 12815,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1061556,,NA,311987,89S4098,19900220,,,,,NA,,NA,400,,40,NA,89S4098,:89S4098;USA126:Ames 12815,,10,NA,NA,,"DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids",,678,89S4098,Ames12815,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",NA,NA,NA,B14A_7
53,Ames 12816,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1061557,,NA,311987,89S4107,19900220,,,,,NA,,NA,400,,40,NA,89S4107,:89S4107;USA126:Ames 12816,,10,NA,NA,,"DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids",,679,89S4107,Ames12816,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",NA,NA,NA,
