"","Year.Rel","released","Accession","Inbred.Line","Inbred.name","GBS.name..Sample.Flowcell.Lane.Well.","P1A","P2A","ancest","history","Pop.structure","remarks"
"3301",NA,"","PI 550541",NA,"ND253","PI550541:81FE8ABXX:3:B9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3302",NA,"","PI 550542",NA,"ND254","PI550542:81FENABXX:6:F7",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3303",NA,"","PI 550546",NA,"Mp705","PI550546:81N4HABXX:3:E7",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3304",NA,"","PI 550547",NA,"Mp706","PI550547:81FE7ABXX:7:A5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3305",NA,"","PI 550548",NA,"Mp707","PI550548:81N4HABXX:3:H12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3306",NA,"","PI 550552",NA,"ND304W","PI550552:81FE8ABXX:4:A6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3307",NA,"","PI 550553",NA,"ND101","PI550553:81FE8ABXX:4:E1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3308",NA,"","PI 550554",NA,"ND256","PI550554:81FENABXX:6:D7",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3309",NA,"","PI 550555",NA,"NC250","PI550555:81FENABXX:1:C4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3310",NA,"","PI 550555",NA,"NC250","PI550555:81N4HABXX:6:B11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3311",NA,"","PI 550556",NA,"B88","PI550556:81FENABXX:4:H2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3312",NA,"","PI 550558",NA,"DE811","PI550558:81FE7ABXX:5:D8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3313",NA,"","PI 550558",NA,"DE811","PI550558:81FENABXX:1:A11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3314",NA,"","PI 550559",NA,"T163","PI550559:81FE7ABXX:7:D1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3315",NA,"","PI 550561",NA,"ND257","PI550561:81FENABXX:6:H12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3316",NA,"","PI 550565",NA,"N190","PI550565:81FE8ABXX:4:A7",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3317",NA,"","PI 550566",NA,"N192","PI550566:81N4HABXX:6:F12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3318",NA,"","PI 550566",NA,"N192","PI550566:81N4HABXX:7:D3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3319",NA,"","PI 550567",NA,"N193","PI550567:81FENABXX:6:E10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3320",NA,"","PI 550568",NA,"N194","PI550568:81FE8ABXX:3:F8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3321",NA,"","PI 550568",NA,"N194","PI550568:D0D0BACXX:3:C8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3322",NA,"","PI 550571",NA,"ND259","PI550571:81FENABXX:6:D9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3323",NA,"","PI 550573",NA,"ND260","PI550573:81FENABXX:6:G12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3324",NA,"","PI 550574",NA,"GA 203","PI550574:81N4HABXX:3:A10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3325",NA,"","PI 550695",NA,"L 155","PI550695:D0D0BACXX:3:A8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3326",NA,"","PI 550900",NA,"89274","PI550900:81FE8ABXX:2:H1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3327",NA,"","PI 550901",NA,"88091","PI550901:81FE8ABXX:2:E11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3328",NA,"","PI 550902",NA,"88098","PI550902:81N4HABXX:5:A1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3329",NA,"","PI 550903",NA,"89199","PI550903:81FE8ABXX:3:D1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3330",NA,"","PI 550904",NA,"89207","PI550904:81FE8ABXX:3:H2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3331",NA,"","PI 550905",NA,"89246","PI550905:81FE8ABXX:3:B1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3332",NA,"","PI 550906",NA,"89248","PI550906:81FE8ABXX:2:B12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3333",NA,"","PI 550907",NA,"89258","PI550907:81N4HABXX:5:C1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3334",NA,"","PI 550908",NA,"89260","PI550908:81N4HABXX:4:H4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3335",NA,"","PI 550909",NA,"89291","PI550909:81N4HABXX:5:E3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3336",NA,"","PI 550911",NA,"89302","PI550911:81N4HABXX:5:F2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3337",NA,"","PI 550913",NA,"88099","PI550913:81FE8ABXX:3:E3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3338",NA,"","PI 550916",NA,"89311","PI550916:81FE8ABXX:1:G10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3339",NA,"","PI 550917",NA,"88094","PI550917:81N4HABXX:4:D11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3340",NA,"","PI 550918",NA,"88069","PI550918:81N4HABXX:5:F4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3341",NA,"","PI 550919",NA,"88030","PI550919:81N4HABXX:5:D1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3342",NA,"","PI 550920",NA,"87014","PI550920:81FE8ABXX:3:B4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3343",NA,"","PI 550922",NA,"87036","PI550922:81N4HABXX:4:F9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3344",NA,"","PI 550923",NA,"C70","PI550923:81N4HABXX:4:H8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3345",NA,"","PI 550924",NA,"Z28","PI550924:81N4HABXX:4:E6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3346",NA,"","PI 550925",NA,"M131","PI550925:81N4HABXX:4:A12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3347",NA,"","PI 552815",NA,"LH215","PI552815:D0D0BACXX:3:G8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3348",NA,"","PI 553054",NA,"OC1","PI553054:81FENABXX:2:F4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3349",NA,"","PI 553055",NA,"OC2","PI553055:81N4HABXX:7:B4",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3350",NA,"","PI 553056",NA,"OC3","PI553056:81FE7ABXX:3:H9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3351",NA,"","PI 553057",NA,"OC4","PI553057:81FE7ABXX:5:D10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3352",NA,"","PI 553058",NA,"OC5","PI553058:81FE7ABXX:5:G7",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
