"","GBS.name..Sample.Flowcell.Lane.Well.","Additional.file.1.xlsx..Romay.et.al..2013.","Inbred.name","Source","Accession","Seed.lot","Notes","Seq","Inbred.Line","Breeding.program","Pop.structure","Year.Rel","P1A","P2A","eraA","GroupA","TypeA","SourceA","X","X.1","X.2","X.3","Ped_line"
"169",NA,NA,NA,NA,"",NA,NA,111,"CI13A_2","","unclassified",0,"0","0",0,0,"UNKNOWN SOURCE","0","",NA,NA,NA,""
"170",NA,NA,NA,NA,"",NA,NA,112,"CI3A_1","","unclassified",0,"CI3","CI3A_2",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"171",NA,NA,NA,NA,"",NA,NA,114,"CI66_1","","unclassified",0,"L97","K55",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"172",NA,NA,NA,NA,"",NA,NA,115,"Clarage","","unclassified",0,"0","0",0,3,"Open Pollinated Variety","0","",NA,NA,NA,""
"173",NA,NA,NA,NA,"",NA,NA,116,"CliveCorn","","unclassified",0,"0","0",2,4,"Open Pollinated Variety","0","",NA,NA,NA,""
"174",NA,NA,NA,NA,"",NA,NA,117,"CM105_1","","unclassified",1970,"V3","B14",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"175",NA,NA,NA,NA,"",NA,NA,119,"KE3","","unclassified",0,"0","0",0,0," SOURCE CANADA MORDEN","0","",NA,NA,NA,""
"176",NA,NA,NA,NA,"",NA,NA,120,"BB85","","unclassified",0,"0","0",0,0,"OP? OTTAWA FLINT BB85(Dep. of Agric. Ottawa, Canada)","0","",NA,NA,NA,""
"177",NA,NA,NA,NA,"",NA,NA,121,"W85","","unclassified",0,"OttawaFlintBB85 ","OttawaFlintBB85 ",0,0,"INBRED     ","0","",NA,NA,NA,""
"178",NA,NA,NA,NA,"",NA,NA,122,"CR11","","unclassified",0,"Golden Glow","Golden Glow",0,0,"INBRED","0","",NA,NA,NA,""
"179",NA,NA,NA,NA,"",NA,NA,123,"190","","unclassified",0,"0","0",0,0,"INBRED UNKNOWN SOURCE","0","",NA,NA,NA,""
"180",NA,NA,NA,NA,"",NA,NA,127,"MO17HT","","unclassified",0,"MO17","Unknown HT source SOURCE",0,0,"LIKELY MORE THAN 5 BC TO MO17","0","",NA,NA,NA,""
"181",NA,NA,NA,NA,"",NA,NA,128,"643","","unclassified",0,"OPyellowvariety","OPyellowvariety",0,0,"Inbred 643 likely a Wisconsin inbred 643?","0","",NA,NA,NA,""
"182",NA,NA,NA,NA,"",NA,NA,130,"NK387","","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"183",NA,NA,NA,NA,"",NA,NA,135,"LH23","","unclassified",0,"0","0",0,0,"No Info","0","",NA,NA,NA,""
"184",NA,NA,NA,NA,"",NA,NA,136,"FBHJ_1","","unclassified",0,"B14","LH23",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"185",NA,NA,NA,NA,"",NA,NA,137,"FE2","","unclassified",0,"ReidYellowDent","ReidYellowDent",3,7,"Ill inbred FE?","0","",NA,NA,NA,""
"186",NA,NA,NA,NA,"",NA,NA,139,"W9 ","","unclassified",0,"GoldenGlow","GoldenGlow",0,0,"INBRED","0","",NA,NA,NA,""
"187",NA,NA,NA,NA,"",NA,NA,140,"352","","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"188",NA,NA,NA,NA,"",NA,NA,141,"W59M_1","","unclassified",0,"M13","352",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"189",NA,NA,NA,NA,"",NA,NA,142,"W59M_2","","unclassified",0,"W9","A9",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"190",NA,NA,NA,NA,"",NA,NA,143,"W59M","","unclassified",0," W59M_1","W59M_2",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"191",NA,NA,NA,NA,"",NA,NA,145,"G","","unclassified",0,"0","0",3,5,"UNKNOWN","0","",NA,NA,NA,""
"192",NA,NA,NA,NA,"",NA,NA,146,"PH495","","unclassified",0,"0","0",0,0,"INBRED","Unknown Pedigree","",NA,NA,NA,""
"193",NA,NA,NA,NA,"",NA,NA,147,"PH331","","unclassified",0,"0","0",0,0,"INBRED","Unknown Pedigree","",NA,NA,NA,""
"194",NA,NA,NA,NA,"",NA,NA,153,"H91_1","","unclassified",0,"GE440","B14",0,0,"PARENTAL CROSS GE440    HT SOURCE","0","",NA,NA,NA,""
"195",NA,NA,NA,NA,"",NA,NA,154,"H91_2","","unclassified",0,"H91_1","B14",0,0,"BC1","0","",NA,NA,NA,""
"196",NA,NA,NA,NA,"",NA,NA,155,"H91_3","","unclassified",0,"H91_2","B14",0,0,"BC2","0","",NA,NA,NA,""
"197",NA,NA,NA,NA,"",NA,NA,156,"H91_4","","unclassified",0,"H91_3","B14",0,0,"BC3","0","",NA,NA,NA,""
"198",NA,NA,NA,NA,"",NA,NA,158,"BSSS1","","unclassified",0,"BSSS","0",0,0,"OP       STIFF STALK SYNTHETIC NEB VERSION","0","",NA,NA,NA,""
"199",NA,NA,NA,NA,"",NA,NA,160,"L97","","unclassified",0,"Tuxpan","0",0,0,"INBRED","0","",NA,NA,NA,""
"200",NA,NA,NA,NA,"",NA,NA,161,"22-35","","unclassified",0,"FUNKYELLOWDENT","FUNKYELLOWDENT",0,0,"INBRED","0","",NA,NA,NA,""
"201",NA,NA,NA,NA,"",NA,NA,162,"NK377","","unclassified",0,"B73","UNK",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"202",NA,NA,NA,NA,"",NA,NA,163,"NK347","","unclassified",0,"B14","UNK",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"203",NA,NA,NA,NA,"",NA,NA,164,"NKB386","","unclassified",0,"A632 ","UNK",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"204",NA,NA,NA,NA,"",NA,NA,165,"H8431_1","","unclassified",0,"NK377","NKB386",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"205",NA,NA,NA,NA,"",NA,NA,166,"H93_1","","unclassified",1,"B37","GE440",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"206",NA,NA,NA,NA,"",NA,NA,167,"H93_2","","unclassified",1,"H93_1","B37",0,0,"BC1","0","",NA,NA,NA,""
"207",NA,NA,NA,NA,"",NA,NA,168,"H93_3","","unclassified",0,"H93_2","B37",0,0,"BC2","0","",NA,NA,NA,""
"208",NA,NA,NA,NA,"",NA,NA,169,"H93_4","","unclassified",0,"H93_3","B37",0,0,"BC3","0","",NA,NA,NA,""
"209",NA,NA,NA,NA,"",NA,NA,171,"L.POP","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"210",NA,NA,NA,NA,"",NA,NA,172,"IllinoisHighYield","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"211",NA,NA,NA,NA,"",NA,NA,173,"IllinoisSynthetic60C","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"212",NA,NA,NA,NA,"",NA,NA,175,"P3195","","unclassified",0,"0","0",0,0,"PIONEER HYBRID","0","",NA,NA,NA,""
"213",NA,NA,NA,NA,"",NA,NA,176,"P3199","","unclassified",0,"0","0",0,0,"PIONEER HYBRID","0","",NA,NA,NA,""
"214",NA,NA,NA,NA,"",NA,NA,177,"I224","","unclassified",0,"IODENT","IODENT",3,4,"INBRED","0","",NA,NA,NA,""
"215",NA,NA,NA,NA,"",NA,NA,178,"P3901","","unclassified",0,"0","0",0,0,"PIONEER HYBRID","0","",NA,NA,NA,""
"216",NA,NA,NA,NA,"",NA,NA,179,"IBI","","unclassified",0,"P3901","3901",0,0,"PIONEER HYBRID 3901 SELF","0","",NA,NA,NA,""
"217",NA,NA,NA,NA,"",NA,NA,180,"7309B","","unclassified",0,"OH43","0",0,0,"DEKALB VERSION OF INBRED OH43","0","",NA,NA,NA,""
"218",NA,NA,NA,NA,"",NA,NA,181,"IDT","","unclassified",0,"IODENT","IODENT",1,4,"INBRED  -NOT FULLY SELFED","0","",NA,NA,NA,""
"219",NA,NA,NA,NA,"",NA,NA,182,"Ill.12E","","unclassified",0,"0","0",0,3,"UNKNOWN","0","",NA,NA,NA,""
"220",NA,NA,NA,NA,"",NA,NA,184,"C103G","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"221",NA,NA,NA,NA,"",NA,NA,185,"NKP101","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"222",NA,NA,NA,NA,"",NA,NA,195,"NCIaDDC","","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"223",NA,NA,NA,NA,"",NA,NA,196,"Coahila 8 ","","unclassified",0,"0","0",0,0,"Landrace from Mexico per Major Goodman","0","",NA,NA,NA,""
"224",NA,NA,NA,NA,"",NA,NA,201,"LE773","","unclassified",0,"0","0",0,3,"UNKNOWN INBRED","0","",NA,NA,NA,""
"225",NA,NA,NA,NA,"",NA,NA,204,"HD644","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"226",NA,NA,NA,NA,"",NA,NA,205,"P3535","","unclassified",0,"0","0",0,0,"PIONEER HYBRID","0","",NA,NA,NA,""
"227",NA,NA,NA,NA,"",NA,NA,206,"BS11LHC3","","unclassified",0,"BS11_PIONEERTWOEARSYN","BS11_PIONEERTWOEARSYN",0,0,"Holdens version of ISU population BS11","0","",NA,NA,NA,""
"228",NA,NA,NA,NA,"",NA,NA,207,"LH128_1","","unclassified",0,"BS11LHC3","LH51",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"229",NA,NA,NA,NA,"",NA,NA,208,"LH128_2","","unclassified",0,"LH128_1","LH128_1",0,0,"INTERMATE LH128_1","0","",NA,NA,NA,""
"230",NA,NA,NA,NA,"",NA,NA,210,"LH132_1","","unclassified",0,"H93","B73",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"231",NA,NA,NA,NA,"",NA,NA,212,"LH51HT_1","","unclassified",0,"MO17HT","Unknown",0,0,"MO17HT OUTCROSS","0","",NA,NA,NA,""
"232",NA,NA,NA,NA,"",NA,NA,213,"LH51HT_2","","unclassified",0,"LH51HT_1","MO17HT",0,0,"BC1","0","",NA,NA,NA,""
"233",NA,NA,NA,NA,"",NA,NA,214,"LH51HT_3","","unclassified",0,"LH51HT_2","MO17HT",0,0,"BC2","0","",NA,NA,NA,""
"234",NA,NA,NA,NA,"",NA,NA,215,"LH51HT_4","","unclassified",0,"LH51HT_3","MO17HT",0,0,"BC3","0","",NA,NA,NA,""
"235",NA,NA,NA,NA,"",NA,NA,216,"LH51HT_5","","unclassified",0,"LH51HT_4","MO17HT",0,0,"BC4","0","",NA,NA,NA,""
"236",NA,NA,NA,NA,"",NA,NA,217,"LH51HT_6","","unclassified",0,"LH51HT_5","MO17HT",0,0,"BC5","0","",NA,NA,NA,""
"237",NA,NA,NA,NA,"",NA,NA,219,"LHEX644_1","","unclassified",0,"A635HT","A632HT",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"238",NA,NA,NA,NA,"",NA,NA,220,"LHEX644_2","","unclassified",0,"LHEX644_1","A632HT",0,0,"BC1","0","",NA,NA,NA,""
"239",NA,NA,NA,NA,"",NA,NA,221,"LHEX644","","unclassified",0,"LHEX644_2","A632HT",0,0,"BC2","0","",NA,NA,NA,""
"240",NA,NA,NA,NA,"",NA,NA,222,"LH145_1","","unclassified",0,"CM105","A632HT",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"241",NA,NA,NA,NA,"",NA,NA,223,"LH145_2","","unclassified",0,"LH145_1","A632HT",0,0,"BC1","0","",NA,NA,NA,""
"242",NA,NA,NA,NA,"",NA,NA,224,"LH145_3","","unclassified",0,"LH145_2","A632HT",0,0,"BC2","0","",NA,NA,NA,""
"243",NA,NA,NA,NA,"",NA,NA,225,"LH145_4","","unclassified",0,"LH145_3","A632HT",0,0,"BC3","0","",NA,NA,NA,""
"244",NA,NA,NA,NA,"",NA,NA,226,"LH145_5","","unclassified",0,"LH145_4","A632HT",0,0,"BC4","0","",NA,NA,NA,""
"245",NA,NA,NA,NA,"",NA,NA,228,"LH146HT_1","","unclassified",0,"B73","CM105",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"246",NA,NA,NA,NA,"",NA,NA,229,"LH146HT_2","","unclassified",0,"LH146HT_1","CM105",0,0,"BC1","0","",NA,NA,NA,""
"247",NA,NA,NA,NA,"",NA,NA,230,"LH146HT_3","","unclassified",0,"LH146HT_2","CM105",0,0,"BC2","0","",NA,NA,NA,""
"248",NA,NA,NA,NA,"",NA,NA,231,"LH146HT_4","","unclassified",0,"LH146HT_3","CM105",0,0,"BC3","0","",NA,NA,NA,""
"249",NA,NA,NA,NA,"",NA,NA,232,"LH146HT_5","","unclassified",0,"LH146HT_4","CM105",0,0,"BC4","0","",NA,NA,NA,""
"250",NA,NA,NA,NA,"",NA,NA,233,"LH146HT_6","","unclassified",0,"LH146HT_5","CM105",0,0,"BC5","0","",NA,NA,NA,""
"251",NA,NA,NA,NA,"",NA,NA,234,"LH149_1","","unclassified",0,"A662","B73",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"252",NA,NA,NA,NA,"",NA,NA,235,"LH149_2","","unclassified",0,"LH149_1","B73",0,0,"BC1","0","",NA,NA,NA,""
"253",NA,NA,NA,NA,"",NA,NA,236,"P3147","","unclassified",0,"0","0",0,0,"PIONEERN HYBRID","0","",NA,NA,NA,""
"254",NA,NA,NA,NA,"",NA,NA,237,"PA91_1","","unclassified",0,"Nov-38"," L317",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"255",NA,NA,NA,NA,"",NA,NA,238,"PA91_2","","unclassified",0,"PA91_1","Nov-38",0,0,"F1 CROSS SEFLED 4 GENERATIONS","0","",NA,NA,NA,""
"256",NA,NA,NA,NA,"",NA,NA,239,"PA91_3","","unclassified",0,"Wf9 ","Oh43 ",0,0,"F1 CROSS SEFLED 4 GENERATIONS","0","",NA,NA,NA,""
"257",NA,NA,NA,NA,"",NA,NA,241,"Virginia Long Ear Synthetic","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"258",NA,NA,NA,NA,"",NA,NA,242,"EARLYMO17COMPOSITE","","unclassified",0,"MO17 ","0",0,0,"COMPOSITE OF LINES RELATED TO MO17","0","",NA,NA,NA,""
"259",NA,NA,NA,NA,"",NA,NA,243,"W771","","unclassified",0,"0","0",0,0,"U of Wisconsin experimental","0","",NA,NA,NA,""
"260",NA,NA,NA,NA,"",NA,NA,244,"W775","","unclassified",0,"0","0",0,0,"U of Wisconsin experimental","0","",NA,NA,NA,""
"261",NA,NA,NA,NA,"",NA,NA,246,"Mo21A","","unclassified",0,"Laguna","Laguna",0,0,"INBRED","0","",NA,NA,NA,""
"262",NA,NA,NA,NA,"",NA,NA,247,"C.I.14","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"263",NA,NA,NA,NA,"",NA,NA,248,"ILL.A","","unclassified",0,"FunkYellowDent","FunkYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"264",NA,NA,NA,NA,"",NA,NA,249,"ILL.B","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"265",NA,NA,NA,NA,"",NA,NA,251,"C112-1","","unclassified",0,"BEARDSLEYLEAMING","BEARDSLEYLEAMING",0,0,"INBRED","0","",NA,NA,NA,""
"266",NA,NA,NA,NA,"",NA,NA,252,"OH920","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"267",NA,NA,NA,NA,"",NA,NA,253,"OH28_1","","unclassified",0,"C112-1","OH920",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"268",NA,NA,NA,NA,"",NA,NA,254,"OH28_2","","unclassified",0,"ILL.A","ILL.B",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"269",NA,NA,NA,NA,"",NA,NA,256,"OH17","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"270",NA,NA,NA,NA,"",NA,NA,257,"OH51","","unclassified",0,"WoosterClarage","WoosterClarage",0,0,"INBRED","0","",NA,NA,NA,""
"271",NA,NA,NA,NA,"",NA,NA,258,"OH51A_1","","unclassified",0,"OH17","OH51 ",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"272",NA,NA,NA,NA,"",NA,NA,260,"H60_1","","unclassified",0,"Mo21A "," C.I.14",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"273",NA,NA,NA,NA,"",NA,NA,261,"H60_2","","unclassified",0,"Oh28 ","Oh51A",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"274",NA,NA,NA,NA,"",NA,NA,263,"LHE136_1","","unclassified",0,"B73","H93",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"275",NA,NA,NA,NA,"",NA,NA,264,"LHE137_1","","unclassified",0,"B73","H60",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"276",NA,NA,NA,NA,"",NA,NA,265,"LHE137","","unclassified",0,"LHE137_1","B73",0,0,"INBRED","0","",NA,NA,NA,""
"277",NA,NA,NA,NA,"",NA,NA,266,"LHE136","","unclassified",0,"B73","LHE136_1",0,0,"INBRED","0","",NA,NA,NA,""
"278",NA,NA,NA,NA,"",NA,NA,267,"LH1_1","","unclassified",0,"HD644","B37",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"279",NA,NA,NA,NA,"",NA,NA,269,"LH117","","unclassified",0,"B73","LH1",0,0,"Holdens PVP Line","0","",NA,NA,NA,""
"280",NA,NA,NA,NA,"",NA,NA,270,"LH202_1","","unclassified",0,"A662","B73",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"281",NA,NA,NA,NA,"",NA,NA,271,"LH202_2","","unclassified",0,"LH202_1","LH202_1",0,0,"SELF","0","",NA,NA,NA,""
"282",NA,NA,NA,NA,"",NA,NA,272,"LH202_3","","unclassified",0,"LH202_2","B73",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"283",NA,NA,NA,NA,"",NA,NA,274,"IllinoisSynthetic","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"284",NA,NA,NA,NA,"",NA,NA,275,"CB59G_1","","unclassified",0,"B14A","R168",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"285",NA,NA,NA,NA,"",NA,NA,276,"CB59G","","unclassified",0,"CB59G_1","B14A",0,0,"INBRED","0","",NA,NA,NA,""
"286",NA,NA,NA,NA,"",NA,NA,277,"L120","","unclassified",0,"0","0",0,0,"This line probably never existed","0","",NA,NA,NA,""
"287",NA,NA,NA,NA,"",NA,NA,278,"LH38 ","","unclassified",0,"L120","A619HT",3,6,"Holdens PVP Line (This is a Pioneer line taken by Holdens pedigree not correct)","http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8000066","",NA,NA,NA,""
"288",NA,NA,NA,NA,"",NA,NA,279,"W153R_1","","unclassified",0,"W8","US153(Iowa)",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"289",NA,NA,NA,NA,"",NA,NA,281,"LH52_1","","unclassified",0,"W153R","Mo17 ",0,0,"F1 PARENT CROSS HD610 IS LIKELY THE INBRED W153R  SOURCE MBS 1991 GENETICS HANDBOOK","0","",NA,NA,NA,""
"290",NA,NA,NA,NA,"",NA,NA,282,"LH52_2","","unclassified",0,"LH52_1","Mo17 ",0,0,"BC1","0","",NA,NA,NA,""
"291",NA,NA,NA,NA,"",NA,NA,283,"LH57_1","","unclassified",0,"H99","Mo17",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"292",NA,NA,NA,NA,"",NA,NA,284,"LH53","","unclassified",0,"LH51HT_6","MO17HT",0,0,"INBRED LH51 SISTER","0","",NA,NA,NA,""
"293",NA,NA,NA,NA,"",NA,NA,285,"LH59_1","","unclassified",0,"Mo17","H99",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"294",NA,NA,NA,NA,"",NA,NA,287,"VA35_1","","unclassified",0,"C103","T8",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"295",NA,NA,NA,NA,"",NA,NA,288,"LH47_1","","unclassified",0,"VA35","H20",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"296",NA,NA,NA,NA,"",NA,NA,289,"LH47 ","","unclassified",0,"LH47_1","VA35",0,0,"INBRED","0","",NA,NA,NA,""
"297",NA,NA,NA,NA,"",NA,NA,290,"LH55","","unclassified",0,"Mo17","W64A",0,0,"INBRED","0","",NA,NA,NA,""
"298",NA,NA,NA,NA,"",NA,NA,291,"ASA","","unclassified",0,"0","0",0,0,"MINNESOTA EARY LINE SYNTHETIC","0","",NA,NA,NA,""
"299",NA,NA,NA,NA,"",NA,NA,292,"LH61_1","","unclassified",0,"ASA","Mo17",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"300",NA,NA,NA,NA,"",NA,NA,293,"LH61_2","","unclassified",0,"LH61_1 ","Mo17",0,0,"BC1","0","",NA,NA,NA,""
"301",NA,NA,NA,NA,"",NA,NA,294,"LH18_1","","unclassified",0,"C123","A239",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"302",NA,NA,NA,NA,"",NA,NA,295,"LH18","","unclassified",0,"LH18_1","C123",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"303",NA,NA,NA,NA,"",NA,NA,296,"LH65_1","","unclassified",0,"Mo17","LH18",NA,NA,"PARENTAL CROSS","0","",NA,NA,NA,""
"304",NA,NA,NA,NA,"",NA,NA,297,"P3358","","unclassified",0,"0","0",0,0,"Pioneer Hybrid 3358","0","",NA,NA,NA,""
"305",NA,NA,NA,NA,"",NA,NA,298,"N22 ","","unclassified",0,"KRUG","KRUG",0,0,"INBRED","0","",NA,NA,NA,""
"306",NA,NA,NA,NA,"",NA,NA,299,"N22A","","unclassified",0,"N22","0",0,0,"INBRED DERIVED FROM N22 OUTCROSS","0","",NA,NA,NA,""
"307",NA,NA,NA,NA,"",NA,NA,300,"LH7_1","","unclassified",0,"P3358","N22A",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"308",NA,NA,NA,NA,"",NA,NA,301,"LH7 ","","unclassified",0,"LH7_1","P3358",0,0,"INBRED","0","",NA,NA,NA,""
"309",NA,NA,NA,NA,"",NA,NA,302,"P3978","","unclassified",0,"0","0",0,0,"Pioneer Hybrid 3978","0","",NA,NA,NA,""
"310",NA,NA,NA,NA,"",NA,NA,306,"LP5_1","","unclassified",0,"GLAMOS","B73HT",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"311",NA,NA,NA,NA,"",NA,NA,307,"E00MCOMP","","unclassified",0,"0","0",0,0,"UNKNOWN DEKALB COMPOSITE?","0","",NA,NA,NA,""
"312",NA,NA,NA,NA,"",NA,NA,308,"BPA","","unclassified",0,"0","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"313",NA,NA,NA,NA,"",NA,NA,309,"MDA-28","","unclassified",0,"BPA","E00MCOMP",0,0,"DEKALB PVP LINE","0","",NA,NA,NA,""
"314",NA,NA,NA,NA,"",NA,NA,310,"C103HT","","unclassified",0,"C103","Unknown HT source",0,0,"PROBABLY 5 OR MORE BC TO C103","0","",NA,NA,NA,""
"315",NA,NA,NA,NA,"",NA,NA,311,"Mo17-H","","unclassified",0,"CI187_2","C103HT",0,0,"INBRED","0","",NA,NA,NA,""
"316",NA,NA,NA,NA,"",NA,NA,312,"400MCOMP","","unclassified",0,"0","0",0,0,"DEKALB COMPOSITE POPULATION","0","",NA,NA,NA,""
"317",NA,NA,NA,NA,"",NA,NA,313,"Jan-26","","unclassified",0,"0","0",NA,0,"UNKNOWN DEKALB SOURCE (RELATED TO A619HT?)","0","",NA,NA,NA,""
"318",NA,NA,NA,NA,"",NA,NA,314,"800M","","unclassified",0,"0","0",0,0,"DEKALB LANCASTER COMPOSITE","0","",NA,NA,NA,""
"319",NA,NA,NA,NA,"",NA,NA,315,"H4101","","unclassified",0,"OH45","C103",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"320",NA,NA,NA,NA,"",NA,NA,318,"MO18W_1","","unclassified",0,"WF9","MO22",0,0,"F1 PARENTAL CROSS","0","",NA,NA,NA,""
"321",NA,NA,NA,NA,"",NA,NA,320,"HillYellowDent","","unclassified",0,"0","0",0,0,"Open Pollinated Variety","0","",NA,NA,NA,""
"322",NA,NA,NA,NA,"",NA,NA,322,"MS1334_1","","unclassified",0,"GoldenGlow","MaizeAmargo",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"323",NA,NA,NA,NA,"",NA,NA,324,"N196","","unclassified",0,"N28","B73",1,1,"INBRED","0","",NA,NA,NA,""
"324",NA,NA,NA,NA,"",NA,NA,326,"ILL.L","","unclassified",0,"MannLeaming","0",0,0,"UNKNOWN INBRED","0","",NA,NA,NA,""
"325",NA,NA,NA,NA,"",NA,NA,327,"OH07","","unclassified",0,"CI540","ILL.L",2,2,"INBRED","0","",NA,NA,NA,""
"326",NA,NA,NA,NA,"",NA,NA,328,"Oh3167B","","unclassified",0,"EchelbergerClarage","EchelbergerClarage",1,1,"INBRED","0","",NA,NA,NA,""
"327",NA,NA,NA,NA,"",NA,NA,330,"OH545_1","","unclassified",0,"M14","CI187_2",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"328",NA,NA,NA,NA,"",NA,NA,331,"OH45A_1","","unclassified",0,"OH545_1","OH545_1",0,0,"SELF(S1)","0","",NA,NA,NA,""
"329",NA,NA,NA,NA,"",NA,NA,332,"OH45A_2","","unclassified",0,"OH45A_1","OH45A_1",0,0,"SELF(S2)","0","",NA,NA,NA,""
"330",NA,NA,NA,NA,"",NA,NA,333,"OH45A_3","","unclassified",0,"OH45A_2","OH45A_2",0,0,"SELF(S3)","0","",NA,NA,NA,""
"331",NA,NA,NA,NA,"",NA,NA,334,"OH45A_4","","unclassified",0,"OH45A_3","OH45A_3",0,0,"SELF(S4)","0","",NA,NA,NA,""
"332",NA,NA,NA,NA,"",NA,NA,335,"OH45A","","unclassified",0,"OH45A_4","OH45",0,0,"INBRED","0","",NA,NA,NA,""
"333",NA,NA,NA,NA,"",NA,NA,336,"OH545_2","","unclassified",0,"OH545_1","OH45",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"334",NA,NA,NA,NA,"",NA,NA,337,"OH545_3","","unclassified",0,"OH545_2","OH45",0,0,"BC1","0","",NA,NA,NA,""
"335",NA,NA,NA,NA,"",NA,NA,338,"OH45T4","","unclassified",0,"OH45","0",0,0,"INBRED","0","",NA,NA,NA,""
"336",NA,NA,NA,NA,"",NA,NA,339,"OH545_4","","unclassified",0,"OH45T4","CashSynthetic",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"337",NA,NA,NA,NA,"",NA,NA,340,"OH545_5","","unclassified",0,"OH545_2","OH45A",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"338",NA,NA,NA,NA,"",NA,NA,341,"OH565_6","","unclassified",0,"OH545_4","OH545_5",0,0,"PARENTAL CROSS","0","",NA,NA,NA,""
"339",NA,NA,NA,NA,"",NA,NA,342,"Oh545","","unclassified",0,"OH545_3","OH545_6",0,4,"INBRED","0","",NA,NA,NA,""
"340",NA,NA,NA,NA,"",NA,NA,343,"OH11-6","","unclassified",0,"CI605 ","CI11B",0,0,"INBRED","0","",NA,NA,NA,""
